instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
3139,empty_field,It's Morning/Ever Chase Chickens/Caught,2eIHJlNKRNcg3PwrUsk1VV,4,0.989,0.296,171347.0,0.104,0.902,C,0.16,-14.983,Major,0.0372,116.905,4-Apr,0.158,Movie
3140,Dominique Tirmont,La marche des jeunes,2gpTbzVPDMtxsDjLn2FrII,0,0.788,0.61,134453.0,0.649,0.0,D#,0.393,-7.451,Major,0.139,127.401,4-Apr,0.693,Movie
3141,Idoles De La Musique,Pomme C,13wd3SmrFHmEng0YHegSAV,3,0.141,0.563,197010.0,0.65,0.0,C,0.11,-7.101,Minor,0.0253,?,4-Apr,0.437,Movie
3142,Anika Noni Rose,I Hate The Bus,5Vp6x6DnVjh2JDaC4It6ak,15,0.867,0.505,207089.221185372,0.0892,0.0,E,0.321,-16.067,Minor,0.066,?,3-Apr,0.212,Movie
3143,Donna Murphy,Alabama Song - Reprise,2C3QwVE5adFCVsCqayhPW7,2,0.864,0.494,174827.0,0.328,0.0,G,0.0711,-7.087,Major,0.04,77.098,4-Apr,0.192,Movie
3144,Irwin Kostal,End Title,3zudx3BM9qSW423TQr4lhn,18,0.81,0.482,207089.221185372,0.382,0.0101,G,0.0448,-12.658,Major,0.0409,105.675,4-Apr,0.592,Movie
3145,empty_field,Tremblement de terre,2SiqlgLMfKQbczSMRp8drY,6,0.146,0.681,239800.0,0.736,0.00361,G,0.0628,-12.178,Major,0.0282,140.02,4-Apr,0.966,Movie
3146,Mozart Opera Rock,Bim bam boum,11N58AwI4g2GlBaHEiZdmk,32,0.547,0.506,186787.0,0.486,0.000643,C,0.222,-7.287,Minor,0.0279,160.168,4-Apr,0.314,Movie
3147,Randy Newman,"Family Album: Homage to Alfred, Emil and Lionel Newman: III. Carmen Miranda: ""How Many Times Do I Have to Tell You I'm Not Mexican!""",1PAnGhRo2tHpM2DNibEEe6,0,0.994,0.441,207089.221185372,0.171,0.882,C,0.108,-20.62,Major,0.0431,116.101,3-Apr,0.43,Movie
3148,empty_field,"Desolation Theme - From ""Pinocchio""/Score",0FXkGdkTaJ7DPjZ7C93MRZ,0,0.915,0.143,101053.0,0.0757,0.305,D,0.126,-22.503,Minor,0.044,102.349,1-Apr,0.0764,Movie
3149,empty_field,Je serai (ta meilleure amie) - Groove Radio Remix,2qwn6whaZf7gax7SaqUZSC,4,0.0627,0.791,203840.0,0.642,0.0,C#,0.213,-6.137,Minor,0.039,107.98,4-Apr,0.687,Movie
3150,Daniel Lavoie,Être prêtre et aimer une femme - Live,492szk8txEouemGOz3QdHU,8,0.88,0.31,209000.0,0.366,0.0,C,0.133,-10.374,Minor,0.0341,?,4-Apr,0.0747,Movie
3151,Chorus,Vishambhari Stuti,6rPtpvRHy5iZ8ZTfIdX4gQ,0,0.813,0.576,337920.0,0.379,0.0,C,0.0941,-7.545,Major,0.0303,116.227,1-Apr,0.544,Movie
3152,Randy Newman,Suspicious Mind,6DuLN8tFW0DkH9wsbTHZsX,1,0.876,0.259,198933.0,0.152,0.686,D,0.117,-20.993,Minor,0.0396,65.604,3-Apr,0.0368,Movie
3153,empty_field,Des millions de copains,5R1wIw9cOmgGw6b6YLE1o0,2,0.031,0.671,257227.0,0.699,0.000579,B,0.0757,-7.62,Major,0.0457,93.973,4-Apr,0.724,Movie
3154,Alan Menken,A Place Called Slaughter Race - Instrumental,37sH0L1wNr3oEYbXIeWkOa,27,0.534,0.269,207089.221185372,0.232,0.547,F,0.0926,-13.692,Minor,0.0365,130.789,4-Apr,0.152,Movie
3155,Terry Gilkyson,The Jungle Book: The Bare Necessities (arr. for orchestra),2HWelwHQS4EdRqIycZOc3O,37,0.841,0.443,209120.0,0.232,0.584,G,0.0494,-19.379,Major,0.0421,97.224,4-Apr,0.325,Movie
3156,Leopold Stokowski,"Jesu, Joy Of Man's Desiring, Chorale From Cantata No. 147",0HC8gFuUfQklYNM0U53Db6,6,0.981,0.168,216333.0,0.0956,0.918,G,0.15,-24.462,Major,0.0517,78.705,4-Apr,0.108,Movie
3157,Terrence Mann,Another National Anthem,1nXCcO9Fp1mE0rzw39qOPY,20,0.821,0.544,207089.221185372,0.298,0.0,C,0.444,-16.885,Major,0.0694,106.975,4-Apr,0.475,Movie
3158,Dorothée,Un jour la troupe campa,1UKobFsdqNXQb8OthimCKe,3,0.417,0.791,120493.0,0.318,0.0,D,0.0636,-20.685,Major,0.0568,130.942,4-Apr,0.968,Movie
3159,Dorothée,Mon plus beau cadeau,2C10W0lrLhC09g8TLUcRKV,3,0.665,0.643,204067.0,0.352,0.0,G,0.0991,-13.81,Major,0.0283,106.97,4-Apr,0.332,Movie
3160,The Mellomen,Absence Makes The Heart Grow Fonder,0dDZPziZGcQV4bUBaKfzyJ,3,0.995,0.46,173853.0,0.0553,4.75e-05,F,0.164,-14.278,Major,0.0668,80.364,3-Apr,0.349,Movie
3161,Alan Menken,Genie Medley,0G6cDf9GNtv0ZkJNAMFLrZ,37,0.81,0.516,207089.221185372,0.313,0.0,A,0.398,-12.023,Minor,0.313,79.981,4-Apr,0.616,Movie
3162,empty_field,Hushabye Mountain,6SQnQbXMmGi1emnGbrzmyd,8,0.929,0.265,207627.0,0.173,9.23e-05,D,0.108,-13.041,Minor,0.0316,101.528,4-Apr,0.101,Movie
3163,Chantal Goya,La planète merveilleuse,0Yvwo9fENGoa60k3ClwzQf,13,0.711,0.285,174600.0,0.308,2.21e-06,D#,0.12,-10.078,Major,0.0279,89.884,4-Apr,0.26,Movie
3164,Josh Gad,Man Up,4JnM7UCqVL7Un5GdSK7NpA,51,0.297,0.486,207089.221185372,0.659,0.0,D,0.078,-8.372,Major,0.263,141.993,4-Apr,0.457,Movie
3165,Chorus,Dum Ditty,6lbRpvgvJzCp0f4eC2AoMQ,0,0.176,0.859,128592.0,0.748,4.28e-06,A#,0.0909,-8.296,Major,0.0573,120.103,4-Apr,0.971,Movie
3166,Bernard Minet,Les chevaliers du zodiaque,1mO0EgnZlynt5RfoohVeY9,2,0.631,0.6,177987.0,0.489,0.0,C#,0.125,-10.564,Major,0.0386,129.572,4-Apr,0.606,Movie
3167,Betty Noyes,Would You?,2YWUATrDLFrMIdR3sonGcb,32,0.958,0.273,179093.0,0.179,0.000294,G#,0.157,-13.45,Major,0.0356,140.143,4-Apr,0.187,Movie
3168,Randy Newman,"""Knock The Cover Off The Ball""",3u25dhBZ80h0TFewO29Wqb,17,0.967,0.147,207089.221185372,0.0268,0.652,C#,0.0937,-21.265,Major,0.0386,?,5-Apr,0.0377,Movie
3169,empty_field,Qui es-tu ?,0E5vyUbKoQzGtYVUSSLTNY,0,0.295,0.665,160227.0,0.429,0.0,C#,0.121,-5.811,Major,0.0668,98.518,4-Apr,0.492,Movie
3170,Paolo Domingo,"Je vole - De ""Aladdin""/Bande Originale Française du Film",3Y2hAo4gsZ2oknPnJcYx67,36,0.579,0.565,143160.0,0.326,0.0,G,0.723,-15.408,Major,0.191,122.949,4-Apr,0.556,Movie
3171,empty_field,Last Waltz [Act Two],3wvbW91ekj4EC8DqqX3SRJ,12,0.894,0.381,122880.0,0.0936,0.00145,C#,0.111,-17.299,Major,0.0676,165.143,3-Apr,0.241,Movie
3172,Randy Newman,"“Buzz, I Need Your Help”",2akr5IEj1pJSAVeosnwH7q,6,0.871,0.186,136453.0,0.0382,0.407,D,0.216,-25.156,Minor,0.0407,71.523,1-Apr,0.0374,Movie
3173,empty_field,Good Bye My Friends,5hTJ7Pab2vRa0YCfYYDHFK,0,0.533,0.522,209960.0,0.431,0.0,C,0.117,-8.735,Major,0.0243,96.047,4-Apr,0.0977,Movie
3174,Audra McDonald,Married Love,042wd4CrF4WTAwiKs0F7Ve,16,0.933,0.353,400000.0,0.273,0.0,A,0.0977,-9.325,Major,0.0521,76.936,4-Apr,0.186,Movie
3175,Chorus,"Å, Jul Med Din Glede",70i7DCHS1iTTZvDP8vUlXC,0,0.992,0.285,207089.221185372,0.114,0.00289,D#,0.0938,-26.055,Major,0.0354,72.415,3-Apr,0.529,Movie
3176,Michel Roux,Les aventures d'Arsène Lupin: La barre y va - Partie 2,24VuRtRIidJ7zVPUzvjbWx,0,0.849,0.7,2367970.0,0.557,0.0,F,0.313,-12.926,Major,0.937,107.146,3-Apr,0.519,Movie
3177,empty_field,The Fourth Day,6giuhFKu1IpdcaT67u3WsZ,0,0.949,0.568,43800.0,0.19,0.0,A,0.19,-22.386,Major,0.286,?,3-Apr,0.338,Movie
3178,Dorothée,Docteur,07494kO6r62kRnFFkcbQJu,5,0.455,0.716,191853.0,0.869,2.23e-05,F,0.192,-8.514,Major,0.0275,147.073,4-Apr,0.92,Movie
3179,David Tomlinson,"Let's Go Fly a Kite - From ""Mary Poppins""/Soundtrack Version",4FNXM53lsCx4aUlkizrmyV,51,0.788,0.578,108773.0,0.205,0.0,A#,0.191,-14.984,Major,0.0367,68.146,4-Apr,0.539,Movie
3180,Randy Newman,Come to Papa,74FiJ0Vpw7o8tkhxWEwMdp,19,0.707,0.257,207089.221185372,0.176,0.812,B,0.123,-11.828,Minor,0.0652,143.032,4-Apr,0.0383,Movie
3181,Disney Studio Chorus,Willie the Whale,0Ax4OqmnI0Hul8Kv4Fir4E,9,0.787,0.351,248920.0,0.475,0.0,C#,0.2,-7.876,Major,0.0646,158.683,3-Apr,0.428,Movie
3182,Dorothée,Voulez-vous venir danser ?,5hrUJGZKzmYUP485lUwkUC,0,0.806,0.767,122867.0,0.476,0.014,C#,0.0987,-9.834,Major,0.0514,130.174,4-Apr,0.963,Movie
3183,Josh Gad,That Time of Year (Reprise),5XlhFiWDin9FrGrwIrmDtp,34,0.934,0.267,207089.221185372,0.111,4.74e-06,C#,0.0881,-18.205,Major,0.0425,82.216,3-Apr,0.184,Movie
3184,Chorus,Nikki Sui Vatva Dhaga,2x5Frs6ts14U4MSLrQQlXg,0,0.076,0.641,207089.221185372,0.443,0.000321,E,0.339,-11.783,Major,0.0383,126.99,3-Apr,0.755,Movie
3185,Randy Newman,Wandering Boy,5Zt5q2j5OEdcR3HtwxivZQ,20,0.968,0.474,207089.221185372,0.0641,1.73e-06,D,0.102,-13.029,Major,0.0457,88.448,3-Apr,0.254,Movie
3186,Richard M. Sherman,Trouble At Uncle Albert's,7065M7GFGUGrfIs9fKICAM,16,0.874,0.41,207089.221185372,0.0189,0.275,F,0.546,-29.734,Major,0.0521,141.285,4-Apr,0.509,Movie
3187,empty_field,Fairy Tales - From Brooklyn To Broadway - Thank God I'm Old,5ssQkOcuitq83mlgPKZYoU,27,0.702,0.456,549720.0,0.297,0.0,C#,0.311,-12.961,Major,0.195,78.468,4-Apr,0.338,Movie
3188,Lorie,Sur un air latino - Radio Edit,5aF7DIFAJoY9M4QtRsG708,34,0.136,0.597,207089.221185372,0.877,0.0,D,0.359,-8.218,Minor,0.0454,109.007,4-Apr,0.711,Movie
3189,Chorus,Ready Cash,4yzFhsULEg65lbA7wjKaAQ,0,0.615,0.599,129467.0,0.606,0.000503,G#,0.0801,-8.063,Major,0.103,147.193,4-Apr,0.792,Movie
3190,Donna Murphy,Alabama Song,0k8tcDGLSqUQAeuoOaUJj2,18,0.931,0.695,207089.221185372,0.192,6.22e-06,C,0.315,-11.022,Major,0.157,80.542,4-Apr,0.451,Movie
3191,Shelby Flint,I Will Love You,05fVrhFBjfElZiDfHDRxhF,19,0.761,0.22,207089.221185372,0.323,0.000112,A,0.27,-9.439,Major,0.0304,90.136,3-Apr,0.422,Movie
3192,Randy Newman,They Just Got Married,45w70aQhNwke1yrQZO0ffm,10,0.443,0.777,173600.0,0.255,1.4e-06,A,0.0482,-13.553,Minor,0.0683,109.807,4-Apr,0.569,Movie
3193,Liz Callaway,What a Mother Does,60xaS8mYBKUW4VQQ666N0T,10,0.86,0.563,171120.0,0.284,0.0,C,0.123,-10.265,Major,0.0427,105.975,4-Apr,0.43,Movie
3194,Donny Osmond,C'mon Marianne,4BycRneKmOs6MhYG9THsuX,9,0.513,0.536,143067.0,0.811,2.96e-05,F#,0.0553,-4.29,Minor,0.107,105.21,4-Apr,0.594,Movie
3195,Jodi Benson,"Part of Your World (Reprise) - From ""The Little Mermaid"" / Soundtrack Version",2jdw2tc29bqJwToyGvKgJm,49,0.943,0.13,137853.0,0.202,0.0192,F,0.0914,-15.481,Major,0.0423,67.65,4-Apr,0.134,Movie
3196,empty_field,Ce fut en vain qu'Hélène de retour dans Albano,3bA0hrJrzMDww3ChuXBDCs,0,0.895,0.693,476307.0,0.177,0.0,A#,0.154,-20.824,Minor,0.805,104.543,5-Apr,0.674,Movie
3197,empty_field,"Something There - From ""Beauty and the Beast"" / Soundtrack Version",6PyLw3l6ndolBrTPQp3Ibm,36,0.853,0.585,137720.0,0.303,0.0,C#,0.119,-11.269,Major,0.0374,126.069,4-Apr,0.524,Movie
3198,Henri Salvador,"Quand faut y aller, faut y aller",2QS6I5bduBeBnGmJVXbPwe,0,0.433,0.594,154720.0,0.731,0.0,A,0.102,-4.641,Major,0.0898,63.145,4-Apr,0.809,Movie
3199,Lucie Dolene,"Sept variations sur ""La Seine""",3kguMbJma0qhOLniGsFlKq,0,0.89,0.441,414213.0,0.214,8.59e-06,D#,0.289,-9.759,Major,0.0515,133.753,4-Apr,0.336,Movie
3200,Audra McDonald,Climb Ev'ry Mountain,0nTKx3tCmjuO0rotilRRtd,26,0.886,0.188,207089.221185372,0.408,0.000277,A#,0.0949,-7.758,Major,0.0336,83.122,4-Apr,0.225,Movie
3201,Shelby Flint,I Know Where I'm Goin',5hA2ZHjvt1tgp55OzaqYKL,1,0.988,0.559,133627.0,0.109,0.000274,D#,0.121,-12.864,Major,0.0424,?,4-Apr,0.47,Movie
3202,Larry Morey,The Mouse Song - Demo Recording,393vXCfn1GAAkcdtctYqfb,14,0.953,0.626,97613.0,0.282,1.96e-06,A#,0.12,-13.773,Major,0.32,207.432,4-Apr,0.719,Movie
3203,Michel Roux,L'aiguille creuse - Partie 2,12RNZiaq2dAyGcDAXe0JW5,0,0.761,0.617,1944182.0,0.569,0.0,G,0.872,-10.606,Minor,0.931,89.122,4-Apr,0.397,Movie
3204,empty_field,Visite de frollo à esmeralda,3re7ymCtZpJAFbbA6RTdwD,25,0.79,0.438,73333.0,0.378,5.36e-06,A,0.231,-8.922,Minor,0.0399,130.974,3-Apr,0.048,Movie
3205,Chorus,Aye Malik Tere Bandhe Hum,3iLWJAqtklkAxEkdYc19tW,8,0.943,0.321,171040.0,0.584,0.0,D,0.122,-5.367,Minor,0.0389,167.716,4-Apr,0.484,Movie
3206,Henri Salvador,Elle Me Donne,1uigwk5hNV84zRd5YQQRTk,0,0.613,0.808,156362.0,0.646,0.000576,A#,0.139,-11.666,Minor,0.384,97.59,4-Apr,0.901,Movie
3207,Dorothée,Le tour du monde,0GN3fXUdsTHeUg50xfDS0V,1,0.219,0.667,208427.0,0.657,8.03e-06,D,0.219,-14.254,Major,0.0293,145.966,4-Apr,0.97,Movie
3208,Frank Churchill,Have A Bite,0UtxEVy8Jd7XmDUgzisT8y,19,0.814,0.247,87640.0,0.153,0.878,G,0.099,-19.11,Minor,0.0391,110.719,5-Apr,0.0394,Movie
3209,Dorothée,Ah ! Les crocodiles,0O7Qj8u8SiC37R7ghx4XbX,1,0.807,0.795,109867.0,0.503,0.0,G,0.495,-13.104,Major,0.0618,133.849,4-Apr,0.956,Movie
3210,Randy Newman,Sandman's Coming,0WjoxJRdZrX4TjB3tg3vzW,16,0.981,0.415,137560.0,0.0725,0.0185,F,0.101,-16.431,Major,0.0523,80.568,4-Apr,0.156,Movie
3211,Grégory Lemarchal,Une vie moins ordinaire,5WbmgRh4WP3dfmcrPUDY4O,8,0.144,0.609,207089.221185372,0.645,0.0,D,0.358,-8.257,Major,0.024,105.085,4-Apr,0.451,Movie
3212,Jean Claude Corbel,L'espèce des oiseaux,2S0XH9R1BVZhbcy7j9yQbx,0,0.523,0.558,259396.0,0.402,0.0,D,0.13,-16.433,Major,0.181,?,4-Apr,0.472,Movie
3213,Henri Salvador,Un sacré menteur,4KsNm9WbBx5E7qw8ebru5l,0,0.825,0.164,147360.0,0.319,2.48e-05,C#,0.19,-10.33,Major,0.0308,72.934,4-Apr,0.122,Movie
3214,Henri Salvador,Bonjour Et Bienvenue,1Kvu3yPpulmVGGajaEukm0,2,0.237,0.384,187160.0,0.582,0.0,A,0.937,-13.548,Minor,0.183,?,3-Apr,0.454,Movie
3215,Julie Andrews,Greensleeves,4hVGamTpzn37mobiFkhvFC,9,0.599,0.22,186973.0,0.129,0.783,F,0.108,-19.823,Minor,0.0399,76.812,3-Apr,0.116,Movie
3216,Judy Kuhn,Something Cool,1PThe0LQOQBwzGrvUWOsco,2,0.919,0.467,207089.221185372,0.11,0.0,D#,0.105,-12.884,Major,0.0607,?,5-Apr,0.168,Movie
3217,Justin Hurwitz,"You Love Jazz Now - From ""La La Land"" Score",4Gjr6RXBUxW4ANx2k157As,40,0.938,0.278,207089.221185372,0.145,0.968,D,0.129,-23.014,Minor,0.0375,99.477,4-Apr,0.261,Movie
3218,empty_field,Bibbidi-Bobbidi-Boo (The Magic Song) - Soundtrack,3sdiDU9CIyic6Ts2HO2ucD,13,0.945,0.386,78240.0,0.519,3.52e-05,G#,0.287,-8.489,Major,0.106,203.459,4-Apr,0.845,Movie
3219,Henri Salvador,Tout Doux Tout Doucement,1zjuUhVTCcCuBJ93voeH93,1,0.407,0.634,133733.0,0.605,0.0,A#,0.187,-9.588,Major,0.032,124.211,4-Apr,0.919,Movie
3220,Henri Salvador,Adieu foulards adieu madras,3Eal8dEe1cU1AC9U9Cn8fZ,0,0.981,0.345,139733.0,0.033,0.0011,C,0.227,-16.643,Major,0.0388,168.658,3-Apr,0.38,Movie
3221,Frank Churchill,"Hooray! She Stays - From ""Snow White and the Seven Dwarfs""/Score",06UTqvY1hXxjMgxnHrCwNe,0,0.963,0.426,170200.0,0.094,0.329,A,0.329,-13.396,Minor,0.0367,98.677,4-Apr,0.223,Movie
3222,Sterling Holloway,"Trust In Me (The Python's Song) - From ""The Jungle Book""",4gr1gkRm6el1wZ5pRlz0AO,4,0.958,0.333,169307.0,0.126,0.0349,C,0.252,-17.29,Major,0.04,101.287,4-Apr,0.0628,Movie
3223,empty_field,Suite No. 5 in C minor for Harpsichord: Air (arr. L. Stokowski): Suite No. 5 in C minor for Harpsichord: Air (arr. L. Stokowski for orchestra),6uWGcfyKS2bP63sd2zyswJ,6,0.961,0.101,224040.0,0.0866,0.781,G,0.107,-22.798,Major,0.0346,90.341,3-Apr,0.038,Movie
3224,Lorie,PAS un ange,0iWUW8UNkmyUa8Aa6anow6,0,0.0227,0.734,202653.0,0.686,9.06e-05,G,0.0475,-4.991,Minor,0.0262,127.05,3-Apr,0.69,Movie
3225,Dorothée,"Allô, allô monsieur l'ordinateur",5ImIu3ZjPE4AGl3Ltwv1Xa,9,0.458,0.765,190427.0,0.866,0.0,D,0.14,-8.285,Major,0.0329,141.036,4-Apr,0.96,Movie
3226,empty_field,Goodnight My Friend,4NUQYMmm9vBUC8AeaQADdu,27,0.866,0.264,116973.0,0.418,0.0441,C#,0.0895,-10.494,Major,0.032,88.782,4-Apr,0.333,Movie
3227,Audra McDonald,'Tain't Nobody's Biz-Ness If I Do,0oKbHXBwhknB3j7WBFKqUX,3,0.707,0.546,194173.0,0.238,0.0,C,0.8,-16.852,Major,0.301,89.63,4-Apr,0.627,Movie
3228,empty_field,Mama Odie's Kitchen Song,6GCIYIWUBSLontW6divqsw,23,0.212,0.637,178693.0,0.611,0.00374,A,0.154,-7.958,Major,0.128,144.032,4-Apr,0.787,Movie
3229,Maïdi Roth,Séquence bleue,3jJuBdO5rrtDufNAf76V1x,0,0.935,0.421,107727.0,0.328,0.521,C,0.131,-19.236,Minor,0.0405,88.038,3-Apr,0.0367,Movie
3230,Lucie Dolene,Emilie le saura,5TkEU2aL4ows6R0mDJ0h3S,0,0.777,0.482,207089.221185372,0.339,0.0,F,0.462,-8.93,Major,0.0725,141.514,4-Apr,0.726,Movie
3231,Adam Jacobs,Her Voice,1H1iep2ZxrhxrL0xTNbJnY,28,0.771,0.427,272880.0,0.48,1.81e-06,G#,0.0856,-9.03,Major,0.0383,119.797,4-Apr,0.138,Movie
3232,Randy Newman,Good Old Princeton: The College Game,0NHW16lrKx7ra3ix9xKqxh,2,0.977,0.26,144720.0,0.266,0.878,D,0.123,-11.063,Major,0.0366,85.312,4-Apr,0.0809,Movie
3233,Chantal Goya,La chèvre de Monsieur Seguin,42DlYwoJlR9aQtGjnStBcA,10,0.893,0.622,155827.0,0.528,2.47e-06,C#,0.299,-7.307,Major,0.0419,85.31,4-Apr,0.471,Movie
3234,Phil Harris,Lazy River,72bwwzxhRQN8u6I6R6hwtO,6,0.985,0.461,185760.0,0.189,0.000292,D,0.225,-14.142,Major,0.0629,102.785,4-Apr,0.415,Movie
3235,Chorus,Into the Shadows,0bLmsePw9ds3YsCiPdZv4s,0,0.217,0.633,207089.221185372,0.642,0.0,D#,0.104,-8.645,Minor,0.35,68.407,4-Apr,0.289,Movie
3236,empty_field,Chanson du prince charmant débutant,4s0uGJ2JYchiQYpMfiPZON,5,0.204,0.734,172067.0,0.7,0.0,E,0.144,-5.118,Major,0.0694,82.042,4-Apr,0.47,Movie
3237,Chorus,Surjer Aknam Bibekananda,4um6ZMnib1I7VuG3c6jGm5,0,0.675,0.424,326263.0,0.355,0.0,F,0.216,-8.286,Minor,0.0387,159.9,1-Apr,0.517,Movie
3238,Leopold Stokowski,"The Nutcracker Suite, Op. 71A, Waltz Of The Flowers",5UVBumEwdUnzvqxrXOYLFA,25,0.929,0.307,267853.0,0.0797,0.0128,D,0.0551,-17.834,Major,0.0448,100.593,3-Apr,0.155,Movie
3239,Daniel Lavoie,La promenade,4YJmZfvlheSziXem8HBWrj,2,0.859,0.647,156920.0,0.24,0.00639,G#,0.082,-13.34,Major,0.0463,129.973,4-Apr,0.341,Movie
3240,The Dwarf Chorus,You 're Never Too Old To Be Young,2C3xIudHEjCIS5KT4JuM0b,24,0.962,0.814,199773.0,0.176,0.0,G,0.128,-19.347,Major,0.0599,120.709,4-Apr,0.766,Movie
3241,Hélène Ségara,Vivre,58Vq6PVoTsnLyjJST0xesD,24,0.798,0.271,235467.0,0.236,0.00144,A#,0.677,-14.981,Major,0.0345,113.638,4-Apr,0.083,Movie
3242,Randy Newman,To China,1cG9lukF0NNXTmcYJLmTS7,13,0.995,0.707,60520.0,0.0332,0.95,F,0.109,-20.799,Minor,0.046,?,4-Apr,0.58,Movie
3243,Henri Salvador,Le gars de Rouchechouart,777Mg9OVeltF1WNQyPOPmx,4,0.875,0.672,157378.0,0.233,7.05e-05,A,0.404,-11.836,Major,0.0437,78.351,4-Apr,0.693,Movie
3244,Jean Claude Corbel,Aladin 3,0vciFgccaS4HTPNGSttKbU,0,0.782,0.644,258867.0,0.417,0.0,D#,0.626,-15.419,Major,0.879,102.963,3-Apr,0.494,Movie
3245,Henri Salvador,"Dis, dis, dis - Remastered",3EAarpzOExDSO3dfvHoFcb,6,0.418,0.752,151680.0,0.416,0.0,D,0.162,-11.93,Major,0.0398,101.724,4-Apr,0.359,Movie
3246,Leopold Stokowski,Chopin: Marzurka in B-Flat Minor - Leopold Stokowksi Transcriptions,5NpQ69s2f2BNWoWAGu1FBZ,0,0.959,0.212,207089.221185372,0.182,0.963,A#,0.279,-17.197,Minor,0.0367,107.885,3-Apr,0.0396,Movie
3247,Chorus,"My People (feat. Bones H. McCoy, D.A & Rush)",1dC5lHCIGtVEZcCRjk0OaB,0,0.00318,0.581,202998.0,0.687,0.0,C#,0.265,-4.13,Minor,0.033,113.326,5-Apr,0.375,Movie
3248,Debbie Davis,Hanging Up My Stockings - Debbie Davis,69Ooz7ALgzDgY4ZcVxj4fM,0,0.808,0.347,273453.0,0.158,0.000174,G,0.174,-14.148,Major,0.0296,80.235,4-Apr,0.259,Movie
3249,empty_field,Fiddle About,1ntaQ5nSrrbJwEuwAAbHiY,17,0.6,0.554,94507.0,0.195,0.0,G,0.367,-13.765,Minor,0.118,100.274,3-Apr,0.686,Movie
3250,empty_field,Big City,3pKRp4NX0YDl1bRANjJLSU,0,0.971,0.293,145920.0,0.133,0.948,F,0.101,-16.307,Major,0.0463,?,4-Apr,0.0612,Movie
3251,Richard M. Sherman,"It's a Small World - From ""it's a Small World""",6uP0XLqjRqFx8HAfesdcAg,29,0.558,0.636,303880.0,0.541,0.0,G,0.17,-9.286,Major,0.039,?,4-Apr,0.816,Movie
3252,Randy Newman,"Giant Peach - From ""James and the Giant Peach"" / Score",0WpAC823bA7LnaBBS9Va1m,9,0.908,0.254,207089.221185372,0.131,0.754,G#,0.1,-15.931,Minor,0.045,70.885,4-Apr,0.0719,Movie
3253,Kristin Chenoweth,Silver Bells,65KYxtdBkQs75xBAohbrNd,8,0.35,0.589,251400.0,0.271,3.66e-05,C#,0.0647,-11.53,Major,0.0272,89.906,3-Apr,0.372,Movie
3254,Alan Menken,The Truth - Remastered 2014,139kwDhYiXDKr1qSmnIXOD,10,0.964,0.725,83600.0,0.194,0.761,F,0.134,-21.482,Minor,0.0916,100.882,4-Apr,0.735,Movie
3255,empty_field,Wasteland,3mxMrdo3fJjDbb64nagoXR,0,0.806,0.488,207089.221185372,0.0562,0.0,A,0.133,-21.161,Minor,0.0329,83.669,4-Apr,0.274,Movie
3256,Charlton Heston,The Plagues On Egypt,56RfNBJGUgL1ZFCB1KEJrQ,0,0.772,0.607,207089.221185372,0.0878,0.0,A#,0.103,-26.041,Minor,0.6,?,4-Apr,0.261,Movie
3257,empty_field,Grown-up Christmas List,3wImXdE4bliIVSEl3lVue1,21,0.973,0.177,316040.0,0.184,6.67e-06,G,0.121,-12.733,Major,0.0325,83.462,3-Apr,0.186,Movie
3258,Bernard Minet,Winspector,58fhd4lGAudPcnfY9oenp1,5,0.626,0.679,207089.221185372,0.893,0.0,F,0.701,-9.661,Major,0.0394,130.081,4-Apr,0.806,Movie
3259,Howard Ashman,Pretty as a Picture / Finale,4Er44wPFxvz7adD7KXZrib,0,0.922,0.453,473973.0,0.128,1.49e-06,F,0.189,-20.238,Major,0.075,81.311,4-Apr,0.332,Movie
3260,Terry Gilkyson,Heimweh (Dort wo die Blumen blühn),164EnZMFkzwI02U78jSzvW,0,0.979,0.395,206187.0,0.207,1.25e-05,G,0.334,-15.775,Major,0.0336,129.73,4-Apr,0.28,Movie
3261,Robby Benson,Forever...,2boxPTf4giTdXkHbsSxcUO,28,0.781,0.455,237667.0,0.312,0.000763,B,0.108,-9.957,Major,0.0281,81.896,4-Apr,0.156,Movie
3262,Henri Salvador,Cherche la rose,6QyeknYyhk5RECj6cEAjCg,3,0.619,0.242,207089.221185372,0.312,1.4e-06,C#,0.109,-10.82,Major,0.0288,80.977,4-Apr,0.146,Movie
3263,George Bruns,Here Comes Edgar,2gE0khQ948RYQOeTgCUL2a,7,0.87,0.597,87147.0,0.0213,0.0013,D,0.261,-21.531,Major,0.0674,120.163,5-Apr,0.23,Movie
3264,empty_field,You're So Cute (Mama o' Mine),4y8icjzu6fZP503Mg31Tpn,0,0.991,0.645,207089.221185372,0.164,0.0,G,0.168,-13.067,Major,0.333,?,4-Apr,0.717,Movie
3265,Henri Salvador,Jardin d'hiver - live,3griMd2FSimhnvHWOveakD,5,0.507,0.665,207089.221185372,0.425,6.75e-05,G,0.928,-13.912,Minor,0.066,?,4-Apr,0.643,Movie
3266,Fabien Nataf,U Got Me,4DSjEbf6WmbwwGgFal5D9A,17,0.758,0.773,125048.0,0.438,0.0881,C,0.104,-8.055,Major,0.0368,120.03,4-Apr,0.182,Movie
