popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre,time_signature_encoded,key_encoded,mode_encoded
66,0.0166,0.576,205773,0.797,3.23e-05,0.21,-5.476,0.0499,110.051,0.137,Electronic,2,2,1
33,0.0191,0.798,136787,0.866,0.415,0.703,-4.532,0.153,119.546,0.513,Electronic,2,4,0
40,0.0519,0.659,313000,0.818,0.000972,0.107,-10.699,0.0364,100.678,0.704,Electronic,2,4,1
30,0.638,0.57,288293,0.21,0.888,0.104,-15.555,0.0367,99.091,0.0388,Electronic,2,11,1
28,0.00192,0.373,1816063,0.961,0.0409,0.163,-3.182,0.116,141.256,0.301,Electronic,2,4,0
63,0.0136,0.7,331760,0.865,7.56e-05,0.0718,-5.827,0.133,128.04,0.78,Electronic,2,0,1
42,0.00144,0.285,234987,0.842,0.485,0.356,-6.412,0.0771,90.308,0.179,Electronic,2,7,1
30,0.00276,0.818,170543,0.765,0.894,0.156,-6.12,0.0701,124.985,0.372,Electronic,2,5,0
27,0.000945,0.748,247286,0.965,0.000631,0.307,0.203,0.224,140.008,0.372,Electronic,2,4,0
34,0.494,0.503,229000,0.572,0.9,0.133,-11.876,0.0335,167.625,0.57,Electronic,2,9,1
42,0.0848,0.595,205593,0.826,4.91e-05,0.112,-5.615,0.0581,125.008,0.314,Electronic,2,8,0
45,0.00818,0.402,338053,0.617,0.000251,0.215,-6.016,0.0269,160.046,0.229,Electronic,2,1,0
39,0.201,0.61,212933,0.815,0.000152,0.0815,-3.982,0.0397,126.009,0.342,Electronic,2,8,1
34,0.465,0.817,498855,0.312,0.874,0.144,-15.857,0.0485,104.009,0.0561,Electronic,2,8,1
50,0.000942,0.653,293307,0.59,0.378,0.2,-9.649,0.104,168.054,0.625,Electronic,2,8,0
45,0.0121,0.649,202123,0.976,0.0261,0.326,-3.208,0.115,109.985,0.349,Electronic,2,5,0
35,0.00666,0.621,190855,0.988,0.237,0.513,-4.629,0.0808,150.03,0.549,Electronic,2,3,0
34,0.223,0.624,231429,0.839,0.00309,0.958,-4.259,0.0359,140.031,0.0749,Electronic,2,9,1
48,0.0128,0.846,217907,0.772,0.158,0.0717,-6.371,0.0556,120.164,0.796,Electronic,2,4,0
26,0.00378,0.804,189370,0.685,0.704,0.11,-7.404,0.0521,150.032,0.222,Electronic,2,7,1
47,0.0162,0.682,321763,0.492,0.0456,0.107,-13.151,0.0569,151.016,0.398,Electronic,2,0,0
32,0.00113,0.564,175636,0.941,0.454,0.163,-3.41,0.0498,109.984,0.303,Electronic,2,3,0
28,0.0115,0.508,193714,0.988,3.69e-06,0.0964,-1.246,0.275,139.989,0.512,Electronic,2,4,0
41,0.0133,0.569,265100,0.96,0.00135,0.0734,-4.513,0.296,75.016,0.0413,Electronic,2,4,0
46,0.085,0.64,184987,0.715,0.664,0.0752,-12.26,0.043,126.032,0.428,Electronic,2,9,0
23,0.000565,0.686,196083,0.934,0.434,0.13,-3.652,0.186,150.192,0.116,Electronic,2,2,0
44,0.0962,0.623,152932,0.732,0.899,0.0782,-13.326,0.04,170.011,0.588,Electronic,2,10,0
32,0.55,0.533,309733,0.403,0.911,0.0766,-11.936,0.0331,176.061,0.11,Electronic,1,2,1
41,0.318,0.606,186547,0.657,0.484,0.322,-7.882,0.0425,83.001,0.546,Electronic,2,9,1
48,0.00365,0.555,330107,0.959,0.91,0.135,-7.201,0.0425,100.03,0.288,Electronic,2,9,0
33,0.00164,0.793,180000,0.925,0.558,0.037,-3.928,0.0449,128.017,0.423,Electronic,2,1,1
34,0.816,0.577,230250,0.131,0.468,0.105,-22.938,0.0371,160.005,0.252,Electronic,2,4,0
40,0.00114,0.735,309000,0.514,0.528,0.131,-10.68,0.0591,123.993,0.484,Electronic,2,2,1
35,0.00174,0.599,210462,0.701,0.0,0.156,-3.325,0.27,129.992,0.364,Electronic,2,8,1
44,0.000202,0.322,136773,0.952,0.219,0.0671,-6.925,0.205,161.79,0.257,Electronic,2,0,0
36,0.00418,0.592,174303,0.805,0.729,0.287,-3.3,0.0748,147.193,0.12,Electronic,2,5,0
40,0.0337,0.665,324413,0.838,0.889,0.0845,-9.116,0.0353,115.004,0.037,Electronic,2,10,0
41,0.00242,0.479,151795,0.909,0.956,0.354,-6.626,0.0535,116.986,0.408,Electronic,2,10,0
33,0.0227,0.624,185809,0.888,0.0288,0.131,-5.233,0.0577,128.006,0.375,Electronic,2,0,1
40,0.000626,0.605,217280,0.963,0.708,0.862,-5.05,0.0488,133.277,0.898,Electronic,2,0,0
29,0.0827,0.769,403640,0.464,0.901,0.0878,-10.57,0.0523,99.014,0.388,Electronic,2,4,0
44,0.0465,0.668,257400,0.929,0.00703,0.589,-4.13,0.0631,126.853,0.801,Electronic,2,1,1
58,0.0074,0.647,237960,0.817,0.0,0.124,-4.466,0.0814,118.082,0.277,Electronic,2,10,0
32,0.00935,0.724,176719,0.909,0.0377,0.399,-2.246,0.203,127.957,0.107,Electronic,2,8,1
36,0.0368,0.786,519634,0.682,0.00502,0.0753,-6.102,0.0919,126.01,0.619,Electronic,2,7,1
41,0.63,0.224,286507,0.803,0.935,0.0926,-10.739,0.0553,72.287,0.551,Electronic,2,4,0
50,0.009,0.646,228342,0.748,0.0,0.283,-5.469,0.0389,103.996,0.136,Electronic,2,0,1
29,0.0236,0.921,217039,0.722,0.0171,0.641,-4.788,0.367,145.031,0.64,Electronic,2,9,0
30,0.00127,0.587,302613,0.958,0.000402,0.142,-5.525,0.0885,105.008,0.292,Electronic,2,0,0
26,0.000951,0.796,195000,0.872,0.0975,0.107,-7.25,0.0365,128.017,0.69,Electronic,2,4,1
44,0.0188,0.538,348053,0.742,0.09,0.0749,-7.924,0.038,150.029,0.273,Electronic,2,2,1
41,0.00976,0.321,280707,0.788,0.395,0.29,-7.772,0.0289,126.355,0.657,Electronic,2,5,1
30,0.000456,0.692,198406,0.978,0.698,0.286,-1.839,0.115,150.096,0.487,Electronic,2,8,1
20,0.0436,0.762,200787,0.632,4.42e-05,0.122,-3.459,0.0959,102.994,0.794,Electronic,2,2,0
41,0.0631,0.883,255201,0.64,0.45,0.0988,-10.305,0.353,80.001,0.663,Electronic,2,0,1
42,0.0702,0.752,283425,0.848,0.714,0.338,-5.546,0.0492,102.99,0.376,Electronic,2,3,0
46,0.12,0.758,320000,0.69,0.00402,0.11,-6.811,0.0407,125.936,0.545,Electronic,2,8,1
42,0.0184,0.781,196027,0.811,0.546,0.0711,-11.863,0.0468,115.0,0.786,Electronic,2,10,0
38,0.081,0.588,242600,0.534,9.27e-05,0.701,-4.791,0.031,62.702,0.346,Electronic,2,6,0
50,0.0106,0.748,230401,0.626,0.0125,0.0603,-7.952,0.0732,170.05,0.308,Electronic,2,10,0
25,0.000167,0.479,192012,0.98,0.171,0.37,-3.379,0.438,149.927,0.224,Electronic,2,4,0
22,0.00716,0.703,166957,0.939,0.173,0.161,-2.69,0.0547,127.976,0.332,Electronic,2,2,1
41,0.0145,0.662,214857,0.945,2.04e-06,0.126,-0.75,0.11,104.92,0.523,Electronic,2,9,1
32,0.014,0.67,282002,0.798,0.0307,0.0508,-5.762,0.0975,160.019,0.587,Electronic,2,11,1
35,0.0517,0.626,276107,0.882,0.0323,0.122,-5.548,0.0598,168.045,0.326,Electronic,2,7,1
37,0.0239,0.719,268493,0.551,0.067,0.0925,-8.517,0.175,91.955,0.509,Electronic,2,9,1
24,8.87e-05,0.563,230328,0.878,0.352,0.253,-6.027,0.038,139.969,0.725,Electronic,2,2,1
25,0.0312,0.729,306360,0.926,0.0213,0.153,-5.051,0.0423,96.242,0.501,Electronic,2,10,1
45,0.00339,0.857,281558,0.762,0.31,0.0643,-6.327,0.0535,120.01,0.804,Electronic,2,4,0
30,0.188,0.579,164714,0.871,2.62e-05,0.0914,-5.893,0.0688,144.901,0.647,Electronic,2,2,1
32,0.00058,0.664,210057,0.83,0.113,0.339,-5.021,0.0463,94.812,0.906,Electronic,2,1,1
39,0.077,0.524,548867,0.717,0.792,0.128,-8.631,0.0367,134.992,0.0775,Electronic,2,5,0
31,0.00115,0.721,264000,0.979,0.603,0.288,-2.179,0.0665,140.031,0.265,Electronic,2,2,0
27,0.62,0.644,278733,0.404,0.196,0.107,-15.204,0.125,169.128,0.559,Electronic,1,7,1
38,0.459,0.301,395090,0.539,0.88,0.217,-11.037,0.152,35.551,0.166,Electronic,2,10,0
42,0.000576,0.444,201456,0.974,0.236,0.182,-2.391,0.411,173.992,0.0916,Electronic,2,4,0
31,0.153,0.595,310773,0.407,0.91,0.0932,-11.891,0.0349,180.074,0.875,Electronic,2,3,0
51,0.358,0.37,320166,0.746,3.29e-05,0.12,-5.199,0.0347,150.082,0.199,Electronic,2,11,0
36,0.117,0.578,216803,0.551,0.0,0.316,-6.052,0.0443,75.104,0.229,Electronic,2,8,0
30,0.0684,0.8,175812,0.623,0.135,0.0677,-4.678,0.123,99.943,0.6,Electronic,2,9,0
38,0.0937,0.674,227225,0.947,0.000412,0.0998,-3.42,0.0993,150.034,0.704,Electronic,2,9,0
33,0.00706,0.487,343373,0.727,0.603,0.0712,-7.526,0.0273,100.001,0.529,Electronic,2,11,1
37,0.0156,0.548,144000,0.74,0.0,0.161,-6.356,0.037,109.979,0.484,Electronic,2,0,0
38,0.00291,0.602,217018,0.897,0.000334,0.108,-3.124,0.0389,144.985,0.514,Electronic,2,2,0
22,0.0246,0.552,365200,0.617,0.0104,0.0592,-9.846,0.0399,155.997,0.852,Electronic,2,0,0
36,0.000692,0.51,312307,0.658,0.391,0.222,-10.459,0.0392,173.92,0.0529,Electronic,2,7,1
47,0.000169,0.719,247360,0.718,0.4,0.0507,-4.443,0.0429,128.014,0.588,Electronic,2,11,1
28,0.00586,0.673,183882,0.903,0.0247,0.0658,-2.768,0.428,75.017,0.657,Electronic,1,4,1
32,0.000167,0.663,408240,0.967,0.839,0.605,-2.899,0.0583,133.991,0.553,Electronic,2,0,0
33,0.0223,0.572,276735,0.978,0.794,0.143,-3.827,0.08,98.021,0.368,Electronic,2,7,0
39,0.772,0.726,365695,0.202,0.897,0.0782,-14.214,0.231,211.863,0.682,Electronic,2,2,1
32,0.0288,0.445,251357,0.755,0.0014,0.28,-3.801,0.0323,140.117,0.206,Electronic,2,5,1
40,0.982,0.515,176255,0.428,0.894,0.0991,-21.131,0.111,163.384,0.0795,Electronic,2,5,0
25,0.000356,0.733,267096,0.846,0.385,0.0768,-2.929,0.0575,124.006,0.213,Electronic,2,10,0
36,0.184,0.656,194987,0.804,3.8e-06,0.797,-5.932,0.125,102.096,0.468,Electronic,2,3,1
61,0.235,0.474,341476,0.731,0.00536,0.223,-5.582,0.0406,135.056,0.0876,Electronic,2,3,0
34,0.0302,0.557,259200,0.93,0.00322,0.139,-3.342,0.16,150.077,0.2,Electronic,2,2,0
51,0.00737,0.647,176483,0.733,3.22e-05,0.123,-3.866,0.0404,145.018,0.245,Electronic,2,3,0
45,0.127,0.735,347529,0.621,0.537,0.101,-9.407,0.0428,105.034,0.364,Electronic,2,7,1
29,0.0239,0.71,177187,0.718,2.36e-06,0.0699,-5.294,0.145,153.982,0.743,Electronic,2,4,0
37,0.00115,0.533,266240,0.879,6.85e-05,0.333,-5.497,0.0734,174.979,0.444,Electronic,2,10,0
42,0.000189,0.635,231736,0.952,0.00605,0.154,-4.453,0.0485,117.873,0.962,Electronic,2,5,1
48,0.181,0.335,238520,0.546,1.98e-06,0.0928,-8.33,0.0272,163.511,0.266,Electronic,1,0,0
30,0.0102,0.55,236847,0.768,0.182,0.82,-6.927,0.0305,167.972,0.335,Electronic,2,1,0
59,0.0511,0.796,215178,0.654,0.00297,0.116,-6.26,0.349,125.088,0.215,Electronic,2,9,1
54,0.00415,0.73,189418,0.791,0.00743,0.428,-6.174,0.0469,102.01,0.4,Electronic,2,10,0
52,0.0382,0.391,202400,0.925,0.0,0.452,-2.96,0.255,149.706,0.145,Electronic,2,1,0
36,0.344,0.646,257882,0.439,0.454,0.123,-12.477,0.0369,92.976,0.291,Electronic,2,3,0
27,0.0654,0.518,275987,0.57,0.792,0.105,-4.686,0.0292,126.038,0.0414,Electronic,2,5,0
40,0.00168,0.646,213021,0.74,0.000114,0.613,-5.329,0.102,140.031,0.54,Electronic,2,9,1
38,0.00556,0.619,219429,0.905,2.74e-05,0.184,-4.101,0.0394,104.994,0.233,Electronic,2,0,1
27,0.0228,0.617,194160,0.444,0.743,0.215,-14.989,0.0265,100.011,0.288,Electronic,2,4,1
48,0.0555,0.506,181146,0.681,0.883,0.132,-7.519,0.107,154.894,0.105,Electronic,2,11,0
36,0.0125,0.526,265320,0.723,0.0,0.389,-5.243,0.07,87.639,0.388,Electronic,2,5,0
36,0.122,0.482,396360,0.785,0.921,0.172,-12.36,0.0492,115.455,0.329,Electronic,2,8,1
43,0.00707,0.767,275000,0.939,0.0806,0.359,-4.509,0.312,150.067,0.619,Electronic,2,4,0
52,0.0171,0.558,295947,0.852,0.0,0.226,-4.733,0.332,150.211,0.36,Electronic,2,4,1
39,0.0317,0.569,185600,0.757,0.00163,0.112,-7.364,0.124,150.134,0.219,Electronic,2,1,0
47,0.783,0.697,289680,0.548,0.841,0.132,-9.087,0.0561,133.005,0.977,Electronic,2,4,0
33,0.00258,0.725,173493,0.852,0.00618,0.395,-2.084,0.199,90.046,0.521,Electronic,2,2,1
34,0.00171,0.673,213853,0.694,1.1e-05,0.0907,-8.852,0.0481,113.209,0.296,Electronic,2,8,1
31,0.644,0.608,361920,0.621,0.879,0.125,-11.64,0.0395,115.004,0.0984,Electronic,2,0,1
46,0.134,0.676,273532,0.917,0.823,0.102,-7.048,0.0437,122.96,0.126,Electronic,2,10,0
38,0.0149,0.558,251627,0.894,0.845,0.182,-1.334,0.0934,95.042,0.386,Electronic,2,4,0
37,0.124,0.791,201132,0.625,0.0561,0.346,-7.476,0.0334,116.99,0.345,Electronic,2,11,0
24,0.0303,0.731,251810,0.753,0.0266,0.058,-6.192,0.0413,112.98,0.814,Electronic,2,1,1
35,0.00297,0.587,161032,0.969,0.0594,0.0877,-5.529,0.0507,155.109,0.647,Electronic,2,5,0
39,0.00045,0.686,254118,0.953,0.739,0.0194,-1.86,0.282,170.005,0.426,Electronic,2,9,0
36,0.0077,0.293,357040,0.726,0.108,0.106,-7.038,0.0373,103.741,0.28,Electronic,2,4,0
48,0.0627,0.482,264010,0.67,0.0,0.127,-4.705,0.044,149.992,0.151,Electronic,2,5,1
41,0.056,0.691,316373,0.524,0.0411,0.0833,-12.19,0.186,173.998,0.178,Electronic,2,11,1
58,0.000554,0.524,212571,0.626,0.000124,0.385,-10.646,0.0597,139.973,0.195,Electronic,2,2,0
32,0.856,0.503,65093,0.615,0.00117,0.342,-6.413,0.0336,101.045,0.429,Electronic,2,7,0
32,0.0922,0.715,290853,0.705,0.538,0.0984,-5.573,0.036,85.994,0.254,Electronic,2,4,1
34,0.912,0.686,258420,0.435,0.879,0.102,-17.898,0.0595,185.975,0.369,Electronic,2,8,1
41,0.0935,0.907,220413,0.612,0.565,0.0749,-6.343,0.0717,123.978,0.569,Electronic,2,7,0
41,0.0409,0.76,292893,0.854,0.0233,0.319,-5.204,0.0596,122.018,0.641,Electronic,2,1,1
32,0.0295,0.734,465261,0.794,0.898,0.0927,-15.005,0.0459,119.998,0.0376,Electronic,2,5,1
27,0.174,0.881,147200,0.89,0.347,0.632,-1.278,0.281,150.007,0.367,Electronic,2,4,0
42,0.209,0.46,264439,0.443,2.88e-05,0.104,-9.906,0.137,102.046,0.432,Electronic,2,9,0
40,0.77,0.867,233036,0.631,0.658,0.0655,-7.764,0.0919,134.01,0.781,Electronic,2,10,1
44,0.268,0.503,244400,0.952,0.272,0.875,-9.308,0.572,126.345,0.174,Electronic,2,4,0
35,0.00109,0.741,211200,0.936,0.000549,0.0775,-0.902,0.0531,150.024,0.501,Electronic,2,10,1
44,0.0248,0.525,370253,0.777,0.244,0.0624,-10.018,0.0507,169.991,0.258,Electronic,2,8,0
34,0.08,0.399,192000,0.922,0.00165,0.906,0.732,0.0486,110.137,0.329,Electronic,2,10,0
35,0.0109,0.402,242373,0.826,0.000766,0.0945,-7.105,0.0553,172.85,0.0476,Electronic,2,7,0
55,0.0545,0.859,233925,0.628,1.29e-05,0.319,-7.199,0.257,92.047,0.678,Electronic,2,1,1
25,0.000918,0.717,232000,0.918,0.0425,0.0997,-0.747,0.152,74.974,0.482,Electronic,0,1,1
28,0.0789,0.611,262533,0.556,0.724,0.453,-8.281,0.0773,99.918,0.204,Electronic,2,8,1
38,0.00308,0.728,203200,0.958,0.0177,0.54,0.16,0.363,149.736,0.742,Electronic,2,9,1
29,0.03,0.761,268690,0.781,0.0213,0.166,-5.593,0.0369,125.987,0.609,Electronic,2,8,0
44,0.0762,0.573,150526,0.603,1.86e-06,0.182,-4.295,0.0532,160.01,0.59,Electronic,2,11,0
53,0.395,0.828,460185,0.271,0.819,0.065,-13.061,0.0532,113.995,0.233,Electronic,2,7,1
68,0.00551,0.573,239711,0.807,0.00608,0.109,-2.958,0.06,149.949,0.206,Electronic,2,9,0
48,0.000795,0.769,231837,0.703,0.84,0.0982,-6.583,0.0368,113.964,0.949,Electronic,2,11,1
33,0.502,0.672,365680,0.491,0.933,0.117,-13.902,0.0324,95.082,0.0724,Electronic,2,4,0
21,3.11e-05,0.375,202800,0.667,0.0225,0.673,-6.243,0.0361,162.965,0.442,Electronic,2,10,0
36,0.00442,0.617,471400,0.67,0.807,0.109,-9.982,0.0363,143.957,0.673,Electronic,2,0,1
38,0.00654,0.889,244360,0.609,0.000478,0.079,-6.438,0.0423,90.535,0.459,Electronic,2,4,0
45,0.592,0.665,225173,0.582,0.00077,0.148,-10.861,0.0691,85.351,0.546,Electronic,2,3,0
58,0.00371,0.794,190476,0.896,0.615,0.0876,-1.514,0.0677,125.999,0.5,Electronic,2,8,1
23,0.611,0.279,234778,0.265,0.905,0.0951,-15.082,0.0332,119.808,0.0598,Electronic,2,10,1
34,0.445,0.689,278667,0.448,0.255,0.251,-13.212,0.0746,102.619,0.482,Electronic,2,10,0
38,0.0766,0.764,238345,0.79,0.00416,0.273,-1.844,0.403,144.979,0.365,Electronic,2,4,0
42,0.137,0.856,224387,0.621,0.0,0.204,-6.007,0.262,134.942,0.684,Electronic,2,9,1
45,0.845,0.868,574218,0.368,0.365,0.108,-11.739,0.0874,106.991,0.16,Electronic,2,10,1
43,0.604,0.791,420571,0.569,0.719,0.0766,-9.938,0.0504,104.993,0.423,Electronic,2,4,0
31,0.411,0.61,161333,0.441,0.884,0.116,-10.495,0.0371,180.401,0.753,Electronic,2,1,0
43,0.0102,0.676,163667,0.877,0.186,0.255,-3.847,0.133,103.538,0.685,Electronic,2,1,0
51,0.025,0.88,326111,0.395,0.808,0.0826,-10.958,0.0543,116.008,0.356,Electronic,2,4,0
53,0.00136,0.247,299320,0.784,0.0363,0.558,-7.452,0.0514,127.001,0.346,Electronic,2,0,0
31,0.507,0.226,277681,0.233,0.00297,0.236,-20.946,0.316,82.953,0.0927,Electronic,2,8,0
37,0.00703,0.745,272173,0.911,0.588,0.188,-5.549,0.0502,112.446,0.729,Electronic,2,4,1
45,0.0116,0.301,280453,0.743,0.814,0.0624,-6.581,0.162,177.98,0.0584,Electronic,2,1,1
37,0.0145,0.682,161520,0.819,0.0235,0.201,-5.133,0.0432,159.957,0.682,Electronic,2,10,0
30,0.339,0.635,195547,0.55,0.00268,0.119,-9.078,0.0393,156.954,0.57,Electronic,1,0,0
43,0.279,0.699,200893,0.659,0.0,0.0939,-4.502,0.0469,120.125,0.568,Electronic,2,2,1
47,0.000208,0.769,473067,0.959,0.631,0.331,-8.717,0.0634,116.168,0.893,Electronic,2,8,1
56,0.0456,0.632,308742,0.714,0.651,0.132,-13.228,0.0411,99.988,0.0641,Electronic,2,9,1
29,0.159,0.609,191755,0.644,0.011,0.111,-7.642,0.0358,130.032,0.371,Electronic,2,8,1
37,0.109,0.503,272875,0.625,4.84e-06,0.17,-5.327,0.0477,95.179,0.178,Electronic,2,5,1
27,0.485,0.567,232013,0.516,0.896,0.0967,-16.041,0.0291,105.988,0.0333,Electronic,2,8,1
40,0.0124,0.653,490667,0.64,0.846,0.129,-9.602,0.0272,124.982,0.255,Electronic,2,7,1
38,0.000948,0.588,199640,0.842,1.51e-06,0.313,-4.304,0.0451,128.032,0.46,Electronic,2,4,0
42,7.19e-06,0.551,244400,0.93,0.846,0.18,-8.626,0.046,127.829,0.477,Electronic,2,4,0
37,0.000623,0.633,200960,0.693,0.517,0.124,-8.028,0.083,93.641,0.327,Electronic,2,10,0
29,0.000264,0.734,190800,0.991,0.872,0.106,-0.182,0.121,100.035,0.722,Electronic,2,10,0
35,0.0695,0.756,269907,0.525,0.736,0.0716,-10.441,0.067,102.953,0.486,Electronic,2,5,1
36,0.291,0.632,245640,0.457,0.566,0.0846,-7.727,0.052,160.02,0.253,Electronic,2,0,1
22,0.00741,0.734,109446,0.821,0.968,0.105,-6.152,0.0361,113.378,0.0982,Electronic,3,3,0
43,0.154,0.568,272800,0.707,0.898,0.117,-7.07,0.0384,93.98,0.623,Electronic,2,0,1
32,0.377,0.216,258467,0.539,0.101,0.128,-7.258,0.0386,130.316,0.0785,Electronic,2,8,1
32,0.00957,0.627,316053,0.835,0.8,0.183,-6.048,0.0365,111.975,0.0605,Electronic,2,3,0
38,0.00189,0.616,306440,0.679,0.00759,0.0834,-5.346,0.0479,123.952,0.763,Electronic,2,8,1
39,0.0627,0.51,216999,0.408,0.823,0.275,-12.271,0.0693,136.366,0.156,Electronic,2,2,1
33,0.0278,0.717,198068,0.941,0.904,0.166,-8.239,0.0627,126.028,0.101,Electronic,2,10,0
25,0.000786,0.681,305658,0.869,0.142,0.151,-7.557,0.179,170.017,0.375,Electronic,2,4,0
48,0.291,0.798,401574,0.927,0.744,0.271,-10.144,0.0762,121.999,0.874,Electronic,2,10,1
51,0.00572,0.659,178457,0.723,7.39e-05,0.143,-4.919,0.0542,148.027,0.0983,Electronic,2,1,1
41,0.0552,0.636,395373,0.55,0.244,0.0666,-11.936,0.0799,140.094,0.388,Electronic,2,9,1
41,0.0523,0.747,242841,0.889,0.000496,0.12,-5.995,0.0896,125.957,0.503,Electronic,2,11,0
26,0.00451,0.394,233143,0.68,0.343,0.131,-5.172,0.0328,139.994,0.0598,Electronic,2,3,0
31,0.0021,0.604,166737,0.955,0.000426,0.212,-1.901,0.45,94.975,0.36,Electronic,2,8,0
32,0.00556,0.319,306547,0.907,0.184,0.107,-3.164,0.142,111.954,0.556,Electronic,2,11,0
61,0.262,0.374,201600,0.886,0.000985,0.0919,-4.004,0.0613,150.082,0.113,Electronic,2,2,1
43,0.0176,0.693,271907,0.93,0.327,0.304,-5.884,0.0442,128.853,0.685,Electronic,2,3,0
34,0.0262,0.709,275488,0.873,0.0662,0.152,-3.974,0.177,149.991,0.266,Electronic,2,10,0
44,0.0167,0.518,207400,0.99,0.762,0.643,-1.734,0.107,150.022,0.429,Electronic,2,11,0
31,0.00469,0.665,247493,0.667,0.892,0.109,-6.844,0.0396,93.953,0.438,Electronic,2,11,1
33,0.0284,0.469,228933,0.857,1e-05,0.377,-4.188,0.0537,149.813,0.343,Electronic,2,1,1
33,0.000834,0.586,268800,0.654,0.609,0.289,-6.037,0.114,75.387,0.166,Electronic,2,4,0
33,0.00595,0.512,328240,0.963,0.0507,0.0646,-5.083,0.0498,143.012,0.701,Electronic,2,2,1
37,0.0115,0.611,180938,0.878,0.00621,0.207,-1.48,0.0478,127.936,0.412,Electronic,2,5,1
42,0.801,0.499,53120,0.13,0.196,0.241,-23.436,0.0408,107.791,0.536,Electronic,2,2,1
33,0.00125,0.535,268499,0.935,0.9,0.396,-2.89,0.0451,127.974,0.339,Electronic,2,8,1
30,0.000295,0.545,270400,0.985,0.878,0.529,-2.246,0.0822,150.022,0.227,Electronic,2,4,0
52,0.115,0.571,193714,0.763,0.0271,0.112,-3.802,0.0513,139.995,0.352,Electronic,2,1,1
31,0.107,0.679,197143,0.842,1.98e-06,0.479,-4.551,0.0335,139.947,0.26,Electronic,1,4,1
29,0.175,0.787,407820,0.488,0.0989,0.159,-6.764,0.324,132.968,0.388,Electronic,2,3,0
40,0.00142,0.5,345234,0.915,0.379,0.119,-8.777,0.0483,110.011,0.348,Electronic,2,4,1
35,0.000725,0.786,245714,0.882,0.817,0.259,-5.029,0.0796,125.999,0.25,Electronic,2,0,0
38,0.00128,0.506,244893,0.971,0.749,0.137,-4.511,0.177,165.018,0.495,Electronic,2,7,0
28,0.000109,0.48,308293,0.829,0.547,0.258,-5.626,0.0372,146.989,0.276,Electronic,2,8,0
31,0.000135,0.39,248093,0.622,0.538,0.688,-11.123,0.027,146.24,0.251,Electronic,2,8,0
41,0.0997,0.282,197500,0.813,0.0,0.101,-3.402,0.076,143.937,0.375,Electronic,2,3,0
61,0.0994,0.623,218000,0.746,1.95e-05,0.109,-6.509,0.0783,119.984,0.179,Electronic,2,8,0
50,5.42e-05,0.723,316253,0.716,0.905,0.072,-6.407,0.0437,128.701,0.0748,Electronic,2,6,1
52,0.142,0.711,219638,0.983,0.673,0.34,-8.243,0.106,125.016,0.108,Electronic,2,4,1
48,0.000635,0.484,279973,0.896,0.0755,0.12,-7.972,0.035,116.395,0.933,Electronic,2,7,1
56,0.249,0.405,250151,0.695,0.00703,0.22,-10.864,0.0369,169.971,0.257,Electronic,2,5,1
51,0.0165,0.63,176471,0.813,0.0,0.123,-5.756,0.0308,102.033,0.524,Electronic,2,3,0
27,0.0232,0.569,229714,0.679,1.42e-05,0.108,-6.32,0.0387,139.956,0.317,Electronic,2,9,1
25,0.0312,0.772,182400,0.753,0.59,0.0437,-3.977,0.212,74.881,0.499,Electronic,2,7,1
29,0.0218,0.792,281933,0.935,0.917,0.0615,-3.728,0.0599,114.033,0.473,Electronic,2,0,1
37,0.771,0.254,394587,0.308,0.738,0.0955,-14.716,0.0422,117.175,0.0349,Electronic,2,0,0
33,0.0204,0.745,352654,0.767,0.0263,0.118,-6.43,0.0672,127.939,0.562,Electronic,2,4,0
47,0.00707,0.533,222000,0.958,0.0614,0.11,-3.909,0.0569,160.051,0.295,Electronic,2,11,0
28,0.133,0.608,151827,0.857,0.703,0.151,-8.729,0.0361,119.986,0.961,Electronic,2,8,1
46,0.0441,0.54,283080,0.644,0.208,0.567,-7.676,0.243,89.979,0.469,Electronic,2,7,1
51,0.131,0.707,243934,0.813,0.000264,0.0982,-5.278,0.0517,121.909,0.247,Electronic,2,3,0
29,0.00108,0.728,254102,0.84,0.656,0.0871,-5.433,0.0392,100.004,0.349,Electronic,2,4,0
26,0.0103,0.555,276939,0.631,0.921,0.173,-10.006,0.0273,103.511,0.357,Electronic,2,2,1
41,0.0684,0.621,188133,0.641,2.37e-05,0.313,-6.793,0.0376,74.966,0.346,Electronic,2,6,1
42,0.631,0.198,276067,0.49,0.904,0.16,-10.245,0.0347,78.448,0.0757,Electronic,2,4,1
25,0.0044,0.703,402200,0.892,0.272,0.267,-8.415,0.064,118.659,0.869,Electronic,2,1,0
34,0.0024,0.646,219343,0.883,0.0,0.0933,-3.196,0.238,87.433,0.732,Electronic,2,4,0
38,0.0929,0.709,304693,0.533,0.761,0.0751,-13.797,0.0371,109.992,0.666,Electronic,2,10,1
31,0.000544,0.588,174000,0.919,5.91e-05,0.368,-3.755,0.148,160.105,0.441,Electronic,2,2,1
26,0.0299,0.565,186720,0.809,0.528,0.0919,-5.956,0.121,128.088,0.0593,Electronic,2,0,1
45,0.0733,0.565,283773,0.779,2.92e-05,0.263,-3.891,0.0412,119.949,0.541,Electronic,2,7,1
26,0.0465,0.667,283653,0.714,1.87e-06,0.167,-5.32,0.0414,90.014,0.273,Electronic,2,3,0
